Date,School,Meal_Type,Rank,Recommended_Dish,Predicted_Score
2025-05-01,Forestville Elementary,Breakfast,3,Banana,0.05544599412255564
2025-05-01,Forestville Elementary,Lunch,1,Black Beans,0.4563541601065006
2025-05-01,Forestville Elementary,Lunch,2,Italian Dressing,0.1932312933023046
2025-05-01,Forestville Elementary,Lunch,3,1% White Milk,0.12971914539857515
2025-05-01,Fort Belvoir Primary Elementary,Breakfast,1,Strawberry Parfait,0.07148748410275299
2025-05-01,Fort Belvoir Primary Elementary,Breakfast,2,Red Delicious Apple,0.03938119978247771
2025-05-01,Fort Belvoir Primary Elementary,Breakfast,3,1% White Milk,0.023878415880241873
2025-05-01,Fort Belvoir Primary Elementary,Lunch,1,1% White Milk,0.10847928277505
2025-05-01,Fort Belvoir Primary Elementary,Lunch,2,Orange Tangerine Juice,0.07088995574795874
2025-05-01,Fort Belvoir Primary Elementary,Lunch,3,"Sauce, Spicy Mayo",0.06829767156173032
2025-05-01,Fort Belvoir Upper Elementary,Breakfast,1,1% White Milk,0.04970676312784728
2025-05-01,Fort Belvoir Upper Elementary,Breakfast,2,Orange Tangerine Juice,0.020778545269614226
2025-05-01,Fort Belvoir Upper Elementary,Breakfast,3,Cinnamon Chex Cereal,0.011272665282363195
2025-05-01,Fort Belvoir Upper Elementary,Lunch,1,Chickpeas,0.2653907603899514
2025-05-01,Fort Belvoir Upper Elementary,Lunch,2,1% White Milk,0.0987972472024486
2025-05-01,Fort Belvoir Upper Elementary,Lunch,3,Doritos Wild White Nacho Flavored Tortilla Chips,0.09679838502506863
2025-05-01,Fort Hunt Elementary,Breakfast,1,Egg and American Cheese on Biscuit,0.397669525624856
2025-05-01,Fort Hunt Elementary,Breakfast,2,1% White Milk,0.0824552626583894
2025-05-01,Fort Hunt Elementary,Breakfast,3,Orange Tangerine Juice,0.021178231259880383
2025-05-01,Fort Hunt Elementary,Lunch,1,Doritos Wild White Nacho Flavored Tortilla Chips,0.13541106452015295
2025-05-01,Fort Hunt Elementary,Lunch,2,1% White Milk,0.1274080308797161
2025-05-01,Fort Hunt Elementary,Lunch,3,Italian Dressing,0.10599895993844147
2025-05-01,Fox Mill Elementary,Breakfast,1,Egg and American Cheese on Biscuit,0.14533124555768268
2025-05-01,Fox Mill Elementary,Breakfast,2,1% White Milk,0.08948527622638883
2025-05-01,Fox Mill Elementary,Breakfast,3,Banana,0.05939294682305968
2025-05-01,Fox Mill Elementary,Lunch,1,Chickpeas,0.3890741563084134
2025-05-01,Fox Mill Elementary,Lunch,2,1% White Milk,0.12553703579488715
2025-05-01,Fox Mill Elementary,Lunch,3,Italian Dressing,0.08772134968924136
2025-05-01,Franconia Elementary,Breakfast,1,Egg and American Cheese on Biscuit,0.1893349470276049
2025-05-01,Franconia Elementary,Breakfast,2,1% White Milk,0.07539306025880715
2025-05-01,Franconia Elementary,Breakfast,3,Banana,0.05737238431267994
2025-05-01,Franconia Elementary,Lunch,1,Chickpeas,0.27541303103624254
2025-05-01,Franconia Elementary,Lunch,2,1% White Milk,0.14400530778599402
2025-05-01,Franconia Elementary,Lunch,3,Italian Dressing,0.09233276534759302
2025-05-01,Franklin Middle,Breakfast,1,Egg and American Cheese on Biscuit,0.14210491510635265
2025-05-01,Franklin Middle,Breakfast,2,1% White Milk,0.0885869067065812
2025-05-01,Franklin Middle,Breakfast,3,Red Delicious Apple,0.03870053613864377
2025-05-01,Franklin Middle,Lunch,1,Spicy Chicken Wrap,0.2421189635594077
2025-05-01,Franklin Middle,Lunch,2,Asian Meatball Sub,0.2228455898445267
2025-05-01,Franklin Middle,Lunch,3,1% White Milk,0.13484689580637835
2025-05-01,Franklin Sherman Elementary,Breakfast,1,1% White Milk,0.08844679668734126
2025-05-01,Franklin Sherman Elementary,Breakfast,2,Banana,0.054633332201608736
2025-05-01,Franklin Sherman Elementary,Breakfast,3,Orange,0.042599543299961205
2025-05-01,Franklin Sherman Elementary,Lunch,1,1% White Milk,0.12303178031974892
2025-05-01,Franklin Sherman Elementary,Lunch,2,Vegan Burger,0.09277189117955309
2025-05-01,Franklin Sherman Elementary,Lunch,3,Soft Pretzel,0.08294903669256443
2025-05-01,Freedom Hill Elementary,Breakfast,1,Egg and American Cheese on Biscuit,0.1515061942412937
2025-05-01,Freedom Hill Elementary,Breakfast,2,1% White Milk,0.0813115494866703
2025-05-01,Freedom Hill Elementary,Breakfast,3,Banana,0.05836482684481303
2025-05-01,Freedom Hill Elementary,Lunch,1,Chickpeas,0.320064928582681
2025-05-01,Freedom Hill Elementary,Lunch,2,1% White Milk,0.1048329758878385
2025-05-01,Freedom Hill Elementary,Lunch,3,Italian Dressing,0.07429924363864604
2025-05-01,Frost Middle,Breakfast,1,1% White Milk,0.08347343025286175
2025-05-01,Frost Middle,Breakfast,2,Banana,0.054915813213599465
2025-05-01,Frost Middle,Breakfast,3,Red Delicious Apple,0.04011271017684185
2025-05-01,Frost Middle,Lunch,1,Spicy Chicken Wrap,0.28419330606145843
2025-05-01,Frost Middle,Lunch,2,1% White Milk,0.1313680071736025
2025-05-01,Frost Middle,Lunch,3,Lettuce Blend Salad Mix,0.1276608804314535
2025-05-01,Garfield Elementary,Breakfast,1,Egg and American Cheese on Biscuit,0.16723256070184384
2025-05-01,Garfield Elementary,Breakfast,2,1% White Milk,0.05447888461538589
2025-05-01,Garfield Elementary,Breakfast,3,Red Delicious Apple,0.038297348021789246
2025-05-01,Garfield Elementary,Lunch,1,Chickpeas,0.28635607178719363
2025-05-01,Garfield Elementary,Lunch,2,Doritos Wild White Nacho Flavored Tortilla Chips,0.1481817116271839
2025-05-01,Garfield Elementary,Lunch,3,1% White Milk,0.09383092635107686
2025-05-01,Glasgow Middle,Breakfast,1,1% White Milk,0.05437792217443583
2025-05-01,Glasgow Middle,Breakfast,2,Banana,0.04971294953496622
2025-05-01,Glasgow Middle,Breakfast,3,Red Delicious Apple,0.0368915919762267
2025-05-01,Glasgow Middle,Lunch,1,Spicy Chicken Wrap,0.20245752772159814
2025-05-01,Glasgow Middle,Lunch,2,Kettle Cooked Smoky BBQ Chips,0.06531911501636614
2025-05-01,Glasgow Middle,Lunch,3,Doritos Flamas,0.05701371416310824
2025-05-01,Glen Forest Elementary,Breakfast,1,Turkey Sausage Breakfast Biscuit,0.21027211996250242
2025-05-01,Glen Forest Elementary,Breakfast,2,Red Delicious Apple,0.039198567783940055
2025-05-01,Glen Forest Elementary,Breakfast,3,Orange Tangerine Juice,0.021336706050051547
2025-05-01,Glen Forest Elementary,Lunch,1,Nachos with Black Beans and Cheese Sauce,0.3459852723169329
2025-05-01,Glen Forest Elementary,Lunch,2,Asian Meatball Sub,0.34040372564148186
2025-05-01,Glen Forest Elementary,Lunch,3,Orange Tangerine Juice,0.07093052316343681
2025-05-01,Graham Road Elementary,Breakfast,1,Egg and American Cheese on Biscuit,0.1233401392070639
2025-05-01,Graham Road Elementary,Breakfast,2,Orange,0.03878628398082105
2025-05-01,Graham Road Elementary,Breakfast,3,Red Delicious Apple,0.03833029359132374
2025-05-01,Graham Road Elementary,Lunch,1,Chickpeas,0.23434312111873132
2025-05-01,Graham Road Elementary,Lunch,2,1% White Milk,0.07380511783926684
2025-05-01,Graham Road Elementary,Lunch,3,Italian Dressing,0.0715031944456403
2025-05-01,Great Falls Elementary,Breakfast,1,Egg and American Cheese on Biscuit,0.24410939915321433
2025-05-01,Great Falls Elementary,Breakfast,2,1% White Milk,0.09570685605444501
2025-05-01,Great Falls Elementary,Breakfast,3,Orange,0.04231599314389721
2025-05-01,Great Falls Elementary,Lunch,1,1% White Milk,0.13237155647606108
2025-05-01,Great Falls Elementary,Lunch,2,Orange Tangerine Juice,0.07043179506257348
2025-05-01,Great Falls Elementary,Lunch,3,Italian Dressing,0.06832889912004904
2025-05-01,Greenbriar East Elementary,Breakfast,1,Egg and American Cheese on Biscuit,0.1571410080673793
2025-05-01,Greenbriar East Elementary,Breakfast,2,Banana,0.05613206421747956
2025-05-01,Greenbriar East Elementary,Breakfast,3,Red Delicious Apple,0.0377704963015013
2025-05-01,Greenbriar East Elementary,Lunch,1,Chickpeas,0.24888263909475336
2025-05-01,Greenbriar East Elementary,Lunch,2,Italian Dressing,0.05347201794533722
2025-05-01,Greenbriar East Elementary,Lunch,3,Strawberry & Banana Yogurt Power Pack,0.05268036869343603
2025-05-01,Greenbriar West Elementary,Breakfast,1,Orange,0.040532317603070654
2025-05-01,Greenbriar West Elementary,Breakfast,2,Red Delicious Apple,0.03942988931916577
2025-05-01,Greenbriar West Elementary,Breakfast,3,Strawberry Parfait,0.029001997969681337
2025-05-01,Greenbriar West Elementary,Lunch,1,"Salsa, Mild Canned",0.33393131761583156
2025-05-01,Greenbriar West Elementary,Lunch,2,Vegan Burger,0.13640573520814117
2025-05-01,Greenbriar West Elementary,Lunch,3,Italian Dressing,0.10290220692183775
2025-05-01,Groveton Elementary,Breakfast,1,Orange Tangerine Juice,0.013663175501098062
2025-05-01,Groveton Elementary,Breakfast,2,Egg and American Cheese on Bagel,0.006170827365364941
2025-05-01,Groveton Elementary,Breakfast,3,Chilled Peaches,0.005694529513290811
2025-05-01,Groveton Elementary,Lunch,1,Italian Dressing,0.11302516635133152
2025-05-01,Groveton Elementary,Lunch,2,1% White Milk,0.08456571303399497
2025-05-01,Groveton Elementary,Lunch,3,Soft Pretzel,0.05234580099040705
2025-05-01,Gunston Elementary,Breakfast,1,Egg and American Cheese on Biscuit,0.18687552829980203
2025-05-01,Gunston Elementary,Breakfast,2,Banana,0.05561044333755856
2025-05-01,Gunston Elementary,Breakfast,3,Orange,0.041533881799170676
2025-05-01,Gunston Elementary,Lunch,1,1% White Milk,0.09118038977240218
2025-05-01,Gunston Elementary,Lunch,2,Italian Dressing,0.06404019196917228
2025-05-01,Gunston Elementary,Lunch,3,Black Beans,0.05493679033050285
2025-05-01,HAYFIELD SS,Breakfast,1,1% White Milk,0.09171721655973361
2025-05-01,HAYFIELD SS,Breakfast,2,Red Delicious Apple,0.039334225686016355
2025-05-01,HAYFIELD SS,Breakfast,3,Orange Tangerine Juice,0.021056336356308925
2025-05-01,HAYFIELD SS,Lunch,1,Chickpeas,0.28199936126250386
2025-05-01,HAYFIELD SS,Lunch,2,Lettuce Blend Salad Mix,0.2029235739625476
2025-05-01,HAYFIELD SS,Lunch,3,1% White Milk,0.17419722545879918
2025-05-01,HERNDON HS,Breakfast,1,1% White Milk,0.06382502223647907
2025-05-01,HERNDON HS,Breakfast,2,"Batter, Pumpkin Bread",0.045260714836148096
2025-05-01,HERNDON HS,Breakfast,3,Red Delicious Apple,0.037816911532933185
2025-05-01,HERNDON HS,Lunch,1,Vegan Burger,0.10127604559002151
2025-05-01,HERNDON HS,Lunch,2,1% White Milk,0.08966487836388307
2025-05-01,HERNDON HS,Lunch,3,Doritos Flamas,0.07649186603637023
2025-05-01,Halley Elementary,Breakfast,1,Egg and American Cheese on Biscuit,0.14768764085922192
2025-05-01,Halley Elementary,Breakfast,2,Strawberry Parfait,0.11468806853943375
2025-05-01,Halley Elementary,Breakfast,3,Banana,0.054084779571290195
2025-05-01,Halley Elementary,Lunch,1,Chickpeas,0.2817769212533871
2025-05-01,Halley Elementary,Lunch,2,Italian Dressing,0.07696979237261403
2025-05-01,Halley Elementary,Lunch,3,Steamed Broccoli,0.05956819534152381
2025-05-01,Haycock Elementary,Breakfast,1,Egg and American Cheese on Biscuit,0.1603291420397705
2025-05-01,Haycock Elementary,Breakfast,2,1% White Milk,0.0939086198403287
2025-05-01,Haycock Elementary,Breakfast,3,Orange,0.041833242389021155
2025-05-01,Haycock Elementary,Lunch,1,Chickpeas,0.2822892671635924
2025-05-01,Haycock Elementary,Lunch,2,1% White Milk,0.13529207862466378
2025-05-01,Haycock Elementary,Lunch,3,Italian Dressing,0.09468727934937726
2025-05-01,Hayfield Elementary,Breakfast,1,1% White Milk,0.08282783184991688
2025-05-01,Hayfield Elementary,Breakfast,2,Banana,0.05449671506838115
2025-05-01,Hayfield Elementary,Breakfast,3,Orange Tangerine Juice,0.020448349186017584
2025-05-01,Hayfield Elementary,Lunch,1,1% White Milk,0.12907961797250192
2025-05-01,Hayfield Elementary,Lunch,2,Italian Dressing,0.09760648379277692
2025-05-01,Hayfield Elementary,Lunch,3,Orange Tangerine Juice,0.07084092411269768
2025-05-01,Herndon Elementary,Breakfast,1,Strawberry Parfait,0.19614346171636368
2025-05-01,Herndon Elementary,Breakfast,2,Egg and American Cheese on Biscuit,0.11536968023630015
2025-05-01,Herndon Elementary,Breakfast,3,Red Delicious Apple,0.03702392379057119
2025-05-01,Herndon Elementary,Lunch,1,Chickpeas,0.3383208391516148
2025-05-01,Herndon Elementary,Lunch,2,1% White Milk,0.08468911486232743
2025-05-01,Herndon Elementary,Lunch,3,Black Beans,0.055016549161720385
2025-05-01,Herndon Middle,Breakfast,1,1% White Milk,0.05466810743136446
2025-05-01,Herndon Middle,Breakfast,2,Egg and American Cheese on Biscuit,0.04389235115973136
2025-05-01,Herndon Middle,Breakfast,3,Red Delicious Apple,0.03923841790460278
2025-05-01,Herndon Middle,Lunch,1,Doritos Flamas,0.13060448141730388
2025-05-01,Herndon Middle,Lunch,2,Black Beans,0.11226282529205875
2025-05-01,Herndon Middle,Lunch,3,1% White Milk,0.11050452833782168
2025-05-01,Hollin Meadows Elementary,Breakfast,1,Banana,0.056489982495580626
2025-05-01,Hollin Meadows Elementary,Breakfast,2,Orange,0.04140150918473492
2025-05-01,Hollin Meadows Elementary,Breakfast,3,1% White Milk,0.03677471557889623
2025-05-01,Hollin Meadows Elementary,Lunch,1,Chickpeas,0.2262609218965476
2025-05-01,Hollin Meadows Elementary,Lunch,2,Italian Dressing,0.097158036223733
2025-05-01,Hollin Meadows Elementary,Lunch,3,1% White Milk,0.08631438441340138
2025-05-01,Holmes Middle,Breakfast,1,"Batter, Pumpkin Bread",0.029153400298027092
2025-05-01,Holmes Middle,Breakfast,2,Fat Free Chocolate Milk,0.024090764465701915
2025-05-01,Holmes Middle,Breakfast,3,Orange Tangerine Juice,0.012952573110614807
2025-05-01,Holmes Middle,Lunch,1,Chickpeas,0.30294267636185473
2025-05-01,Holmes Middle,Lunch,2,Spicy Chicken Wrap,0.23811163766068405
2025-05-01,Holmes Middle,Lunch,3,Doritos Flamas,0.13060448141730388
2025-05-01,Hughes Middle,Breakfast,1,Egg and American Cheese on Biscuit,0.11628814873150697
2025-05-01,Hughes Middle,Breakfast,2,1% White Milk,0.09179754358181891
2025-05-01,Hughes Middle,Breakfast,3,Red Delicious Apple,0.041994636457537475
2025-05-01,Hughes Middle,Lunch,1,Spicy Chicken Wrap,0.23395082016621768
2025-05-01,Hughes Middle,Lunch,2,1% White Milk,0.12654300302806232
2025-05-01,Hughes Middle,Lunch,3,Fat Free White Milk,0.04807369483770515
2025-05-01,Hunt Valley Elementary,Breakfast,1,Egg and American Cheese on Biscuit,0.1614277627174967
2025-05-01,Hunt Valley Elementary,Breakfast,2,1% White Milk,0.08550668425640359
2025-05-01,Hunt Valley Elementary,Breakfast,3,Red Delicious Apple,0.039095200192851384
2025-05-01,Hunt Valley Elementary,Lunch,1,Chickpeas,0.31579313653327423
2025-05-01,Hunt Valley Elementary,Lunch,2,1% White Milk,0.11496038425763393
2025-05-01,Hunt Valley Elementary,Lunch,3,Doritos Wild White Nacho Flavored Tortilla Chips,0.08153306551842303
2025-05-01,Hunters Woods Elementary,Breakfast,1,1% White Milk,0.06568603123921876
2025-05-01,Hunters Woods Elementary,Breakfast,2,Egg and American Cheese on English Muffin,0.031028087323718628
2025-05-01,Hunters Woods Elementary,Breakfast,3,Strawberry Parfait,0.029248714060787682
2025-05-01,Hunters Woods Elementary,Lunch,1,Cooked  Brown Rice,0.1447440069002074
2025-05-01,Hunters Woods Elementary,Lunch,2,Asian Meatball Sub,0.1108070952650732
2025-05-01,Hunters Woods Elementary,Lunch,3,1% White Milk,0.10510099100748783
2025-05-01,Hutchison Elementary,Breakfast,1,Red Delicious Apple,0.04196707826086889
2025-05-01,Hutchison Elementary,Breakfast,2,Strawberry Parfait,0.025550356474015358
2025-05-01,Hutchison Elementary,Breakfast,3,Cinnamon Chex Cereal,0.006910051200501916
2025-05-01,Hutchison Elementary,Lunch,1,Chickpeas,0.2826603585880998
2025-05-01,Hutchison Elementary,Lunch,2,Asian Veggie Sub,0.18318424421895266
2025-05-01,Hutchison Elementary,Lunch,3,1% White Milk,0.07531895384295005
2025-05-01,Hybla Valley Elementary,Breakfast,1,1% White Milk,0.07011421489795935
2025-05-01,Hybla Valley Elementary,Breakfast,2,Banana,0.05124318680184474
2025-05-01,Hybla Valley Elementary,Breakfast,3,Orange Tangerine Juice,0.02175257774604474
2025-05-01,Hybla Valley Elementary,Lunch,1,Chickpeas,0.3280350078778894
2025-05-01,Hybla Valley Elementary,Lunch,2,Manager's Vegetable Choice,0.10338910255364075
2025-05-01,Hybla Valley Elementary,Lunch,3,1% White Milk,0.08594527828912028
2025-05-01,Irving Middle,Breakfast,1,Egg and American Cheese on Biscuit,0.3299300377273829
2025-05-01,Irving Middle,Breakfast,2,1% White Milk,0.08830996694747953
2025-05-01,Irving Middle,Breakfast,3,Banana,0.05392337068146638
2025-05-01,Irving Middle,Lunch,1,Spicy Chicken Wrap,0.22317336486348893
2025-05-01,Irving Middle,Lunch,2,1% White Milk,0.11640839927367104
2025-05-01,Irving Middle,Lunch,3,RF Kettle Chips Jalapeno & Cheddar Chips,0.09237717968271848
2025-05-01,Jefferson High,Breakfast,1,Egg and American Cheese on Biscuit,0.11342163211296363
2025-05-01,Jefferson High,Breakfast,2,1% White Milk,0.0881760940127064
2025-05-01,Jefferson High,Breakfast,3,Banana,0.0579394943310417
2025-05-01,Jefferson High,Lunch,1,Chickpeas,0.31369315588355845
2025-05-01,Jefferson High,Lunch,2,Spicy Chicken Wrap,0.2385978626497843
2025-05-01,Jefferson High,Lunch,3,Doritos Flamas,0.16499061529429226
2025-05-01,Johnson Middle,Breakfast,1,1% White Milk,0.09326269747642552
2025-05-01,Johnson Middle,Breakfast,2,Orange Tangerine Juice,0.02017438417903446
2025-05-01,Johnson Middle,Breakfast,3,Strawberry Parfait,0.01941728345298106
2025-05-01,Johnson Middle,Lunch,1,Spicy Chicken Wrap,0.2852497418177032
2025-05-01,Johnson Middle,Lunch,2,Doritos Flamas,0.12517576393307228
2025-05-01,Johnson Middle,Lunch,3,Soft Pretzel,0.11878399747320348
2025-05-01,Justice High,Breakfast,1,Red Delicious Apple,0.03480111909882414
2025-05-01,Justice High,Breakfast,2,1% White Milk,0.029512043744633905
2025-05-01,Justice High,Breakfast,3,Orange,0.01521592513893405
2025-05-01,Justice High,Lunch,1,Chickpeas,0.31060730020943733
2025-05-01,Justice High,Lunch,2,"Turkey,  Breast, Pre-Sliced, Oven Roasted",0.10405961463644463
2025-05-01,Justice High,Lunch,3,Italian Dressing,0.07981013824626067
2025-05-01,Keene Mill Elementary,Breakfast,1,Egg and American Cheese on Biscuit,0.2627537081176072
2025-05-01,Keene Mill Elementary,Breakfast,2,"Batter, Pumpkin Bread",0.11806113930305571
2025-05-01,Keene Mill Elementary,Breakfast,3,1% White Milk,0.0643193178515031
2025-05-01,Keene Mill Elementary,Lunch,1,Doritos Wild White Nacho Flavored Tortilla Chips,0.1526249547011013
2025-05-01,Keene Mill Elementary,Lunch,2,Soft Pretzel,0.1179874855328669
2025-05-01,Keene Mill Elementary,Lunch,3,1% White Milk,0.10687100278772622
2025-05-01,Kent Gardens Elementary,Breakfast,1,1% White Milk,0.09663856724240646
2025-05-01,Kent Gardens Elementary,Breakfast,2,Red Delicious Apple,0.03822264452354503
2025-05-01,Kent Gardens Elementary,Breakfast,3,Orange Tangerine Juice,0.020672868095619374
2025-05-01,Kent Gardens Elementary,Lunch,1,Chickpeas,0.2719950677660748
2025-05-01,Kent Gardens Elementary,Lunch,2,Italian Dressing,0.11306556296003184
2025-05-01,Kent Gardens Elementary,Lunch,3,Soft Pretzel,0.07084479315199535
2025-05-01,Key Middle,Breakfast,1,Egg and American Cheese on Biscuit,0.22085720871710834
2025-05-01,Key Middle,Breakfast,2,1% White Milk,0.06755360080071482
2025-05-01,Key Middle,Breakfast,3,Red Delicious Apple,0.03780366718985029
2025-05-01,Key Middle,Lunch,1,Spicy Chicken Wrap,0.2625600447987198
2025-05-01,Key Middle,Lunch,2,1% White Milk,0.10936299645893037
2025-05-01,Key Middle,Lunch,3,Italian Dressing,0.07803041132826108
2025-05-01,Kilmer Middle,Breakfast,1,"Batter, Pumpkin Bread",0.11675838837359434
2025-05-01,Kilmer Middle,Breakfast,2,1% White Milk,0.07410442207005538
2025-05-01,Kilmer Middle,Breakfast,3,Red Delicious Apple,0.037458888603070534
2025-05-01,Kilmer Middle,Lunch,1,Black Beans,0.27424040353148804
